,SPX
2010-06-16 0:00,1114.61
2010-06-17 0:00,1116.04
2010-06-18 0:00,1117.51
2010-06-21 0:00,1113.2
2010-06-22 0:00,1095.31
2010-06-23 0:00,1092.04
2010-06-24 0:00,1073.69
2010-06-25 0:00,1076.76
2010-06-28 0:00,1074.57
2010-06-29 0:00,1041.24
2010-06-30 0:00,1030.71
2010-07-01 0:00,1027.37
2010-07-02 0:00,1022.58
2010-07-06 0:00,1028.06
2010-07-07 0:00,1060.27
2010-07-08 0:00,1070.25
2010-07-09 0:00,1077.96
2010-07-12 0:00,1078.75
2010-07-13 0:00,1095.34
2010-07-14 0:00,1095.17
2010-07-15 0:00,1096.48
2010-07-16 0:00,1064.88
2010-07-19 0:00,1071.25
2010-07-20 0:00,1083.48
2010-07-21 0:00,1069.59
2010-07-22 0:00,1093.67
2010-07-23 0:00,1102.66
2010-07-26 0:00,1115.01
2010-07-27 0:00,1113.84
2010-07-28 0:00,1106.13
2010-07-29 0:00,1101.53
2010-07-30 0:00,1101.6
2010-08-02 0:00,1125.86
2010-08-03 0:00,1120.46
2010-08-04 0:00,1127.24
2010-08-05 0:00,1125.81
2010-08-06 0:00,1121.64
2010-08-09 0:00,1127.79
2010-08-10 0:00,1121.06
2010-08-11 0:00,1089.47
2010-08-12 0:00,1083.61
2010-08-13 0:00,1079.25
2010-08-16 0:00,1079.38
2010-08-17 0:00,1092.54
2010-08-18 0:00,1094.16
2010-08-19 0:00,1075.63
2010-08-20 0:00,1071.69
2010-08-23 0:00,1067.36
2010-08-24 0:00,1051.87
2010-08-25 0:00,1055.33
2010-08-26 0:00,1047.22
2010-08-27 0:00,1064.59
2010-08-30 0:00,1048.92
2010-08-31 0:00,1049.33
2010-09-01 0:00,1080.29
2010-09-02 0:00,1090.1
2010-09-03 0:00,1104.51
2010-09-07 0:00,1091.84
2010-09-08 0:00,1098.87
2010-09-09 0:00,1104.18
2010-09-10 0:00,1109.55
2010-09-13 0:00,1121.9
2010-09-14 0:00,1121.1
2010-09-15 0:00,1125.07
2010-09-16 0:00,1124.66
2010-09-17 0:00,1125.59
2010-09-20 0:00,1142.71
2010-09-21 0:00,1139.78
2010-09-22 0:00,1134.28
2010-09-23 0:00,1124.83
2010-09-24 0:00,1148.67
2010-09-27 0:00,1142.16
2010-09-28 0:00,1147.7
2010-09-29 0:00,1144.73
2010-09-30 0:00,1141.2
2010-10-01 0:00,1146.24
2010-10-04 0:00,1137.03
2010-10-05 0:00,1160.75
2010-10-06 0:00,1159.97
2010-10-07 0:00,1158.06
2010-10-08 0:00,1165.15
2010-10-11 0:00,1165.32
2010-10-12 0:00,1169.77
2010-10-13 0:00,1178.1
2010-10-14 0:00,1173.81
2010-10-15 0:00,1176.19
2010-10-18 0:00,1184.71
2010-10-19 0:00,1165.9
2010-10-20 0:00,1178.17
2010-10-21 0:00,1180.26
2010-10-22 0:00,1183.08
2010-10-25 0:00,1185.62
2010-10-26 0:00,1185.64
2010-10-27 0:00,1182.45
2010-10-28 0:00,1183.78
2010-10-29 0:00,1183.26
2010-11-01 0:00,1184.38
2010-11-02 0:00,1193.57
2010-11-03 0:00,1197.96
2010-11-04 0:00,1221.06
2010-11-05 0:00,1225.85
2010-11-08 0:00,1223.25
2010-11-09 0:00,1213.4
2010-11-10 0:00,1218.71
2010-11-11 0:00,1213.54
2010-11-12 0:00,1199.21
2010-11-15 0:00,1197.75
2010-11-16 0:00,1178.34
2010-11-17 0:00,1178.59
2010-11-18 0:00,1196.69
2010-11-19 0:00,1199.73
2010-11-22 0:00,1197.84
2010-11-23 0:00,1180.73
2010-11-24 0:00,1198.35
2010-11-26 0:00,1189.4
2010-11-29 0:00,1187.76
2010-11-30 0:00,1180.55
2010-12-01 0:00,1206.07
2010-12-02 0:00,1221.53
2010-12-03 0:00,1224.71
2010-12-06 0:00,1223.12
2010-12-07 0:00,1223.75
2010-12-08 0:00,1228.28
2010-12-09 0:00,1233
2010-12-10 0:00,1240.4
2010-12-13 0:00,1240.46
2010-12-14 0:00,1241.59
2010-12-15 0:00,1235.23
2010-12-16 0:00,1242.87
2010-12-17 0:00,1243.91
2010-12-20 0:00,1247.08
2010-12-21 0:00,1254.6
2010-12-22 0:00,1258.84
2010-12-23 0:00,1256.77
2010-12-27 0:00,1257.54
2010-12-28 0:00,1258.51
2010-12-29 0:00,1259.78
2010-12-30 0:00,1257.88
2010-12-31 0:00,1257.64
2011-01-03 0:00,1271.87
2011-01-04 0:00,1270.2
2011-01-05 0:00,1276.56
2011-01-06 0:00,1273.85
2011-01-07 0:00,1271.5
2011-01-10 0:00,1269.75
2011-01-11 0:00,1274.48
2011-01-12 0:00,1285.96
2011-01-13 0:00,1283.76
2011-01-14 0:00,1293.24
2011-01-18 0:00,1295.02
2011-01-19 0:00,1281.92
2011-01-20 0:00,1280.26
2011-01-21 0:00,1283.35
2011-01-24 0:00,1290.84
2011-01-25 0:00,1291.18
2011-01-26 0:00,1296.63
2011-01-27 0:00,1299.54
2011-01-28 0:00,1276.34
2011-01-31 0:00,1286.12
2011-02-01 0:00,1307.59
2011-02-02 0:00,1304.03
2011-02-03 0:00,1307.1
2011-02-04 0:00,1310.87
2011-02-07 0:00,1319.05
2011-02-08 0:00,1324.57
2011-02-09 0:00,1320.88
2011-02-10 0:00,1321.87
2011-02-11 0:00,1329.15
2011-02-14 0:00,1332.32
2011-02-15 0:00,1328.01
2011-02-16 0:00,1336.32
2011-02-17 0:00,1340.43
2011-02-18 0:00,1343.01
2011-02-22 0:00,1315.44
2011-02-23 0:00,1307.4
2011-02-24 0:00,1306.1
2011-02-25 0:00,1319.88
2011-02-28 0:00,1327.22
2011-03-01 0:00,1306.33
2011-03-02 0:00,1308.44
2011-03-03 0:00,1330.97
2011-03-04 0:00,1321.15
2011-03-07 0:00,1310.13
2011-03-08 0:00,1321.82
2011-03-09 0:00,1320.02
2011-03-10 0:00,1295.11
2011-03-11 0:00,1304.28
2011-03-14 0:00,1296.39
2011-03-15 0:00,1281.87
2011-03-16 0:00,1256.88
2011-03-17 0:00,1273.72
2011-03-18 0:00,1279.21
2011-03-21 0:00,1298.38
2011-03-22 0:00,1293.77
2011-03-23 0:00,1297.54
2011-03-24 0:00,1309.66
2011-03-25 0:00,1313.8
2011-03-28 0:00,1310.19
2011-03-29 0:00,1319.44
2011-03-30 0:00,1328.26
2011-03-31 0:00,1325.83
2011-04-01 0:00,1332.41
2011-04-04 0:00,1332.87
2011-04-05 0:00,1332.63
2011-04-06 0:00,1335.54
2011-04-07 0:00,1333.51
2011-04-08 0:00,1328.17
2011-04-11 0:00,1324.46
2011-04-12 0:00,1314.16
2011-04-13 0:00,1314.41
2011-04-14 0:00,1314.52
2011-04-15 0:00,1319.68
2011-04-18 0:00,1305.14
2011-04-19 0:00,1312.62
2011-04-20 0:00,1330.36
2011-04-21 0:00,1337.38
2011-04-25 0:00,1335.25
2011-04-26 0:00,1347.24
2011-04-27 0:00,1355.66
2011-04-28 0:00,1360.48
2011-04-29 0:00,1363.61
2011-05-02 0:00,1361.22
2011-05-03 0:00,1356.62
2011-05-04 0:00,1347.32
2011-05-05 0:00,1335.1
2011-05-06 0:00,1340.2
2011-05-09 0:00,1346.29
2011-05-10 0:00,1357.16
2011-05-11 0:00,1342.08
2011-05-12 0:00,1348.65
2011-05-13 0:00,1337.77
2011-05-16 0:00,1329.47
2011-05-17 0:00,1328.98
2011-05-18 0:00,1340.68
2011-05-19 0:00,1343.6
2011-05-20 0:00,1333.27
2011-05-23 0:00,1317.37
2011-05-24 0:00,1316.28
2011-05-25 0:00,1320.47
2011-05-26 0:00,1325.69
2011-05-27 0:00,1331.1
2011-05-31 0:00,1345.2
2011-06-01 0:00,1314.55
2011-06-02 0:00,1312.94
2011-06-03 0:00,1300.16
2011-06-06 0:00,1286.17
2011-06-07 0:00,1284.94
2011-06-08 0:00,1279.56
2011-06-09 0:00,1289
2011-06-10 0:00,1270.98
2011-06-13 0:00,1271.83
2011-06-14 0:00,1287.87
2011-06-15 0:00,1265.42
2011-06-16 0:00,1267.64
2011-06-17 0:00,1271.5
2011-06-20 0:00,1278.36
2011-06-21 0:00,1295.52
2011-06-22 0:00,1287.14
2011-06-23 0:00,1283.5
2011-06-24 0:00,1268.45
2011-06-27 0:00,1280.1
2011-06-28 0:00,1296.67
2011-06-29 0:00,1307.41
2011-06-30 0:00,1320.64
2011-07-01 0:00,1339.67
2011-07-05 0:00,1337.88
2011-07-06 0:00,1339.22
2011-07-07 0:00,1353.22
2011-07-08 0:00,1343.8
2011-07-11 0:00,1319.49
2011-07-12 0:00,1313.64
2011-07-13 0:00,1317.72
2011-07-14 0:00,1308.87
2011-07-15 0:00,1316.14
2011-07-18 0:00,1305.44
2011-07-19 0:00,1326.73
2011-07-20 0:00,1325.84
2011-07-21 0:00,1343.8
2011-07-22 0:00,1345.02
2011-07-25 0:00,1337.43
2011-07-26 0:00,1331.94
2011-07-27 0:00,1304.89
2011-07-28 0:00,1300.67
2011-07-29 0:00,1292.28
2011-08-01 0:00,1286.94
2011-08-02 0:00,1254.05
2011-08-03 0:00,1260.34
2011-08-04 0:00,1200.07
2011-08-05 0:00,1199.38
2011-08-08 0:00,1119.46
2011-08-09 0:00,1172.53
2011-08-10 0:00,1120.76
2011-08-11 0:00,1172.64
2011-08-12 0:00,1178.81
2011-08-15 0:00,1204.49
2011-08-16 0:00,1192.76
2011-08-17 0:00,1193.89
2011-08-18 0:00,1140.65
2011-08-19 0:00,1123.53
2011-08-22 0:00,1123.82
2011-08-23 0:00,1162.35
2011-08-24 0:00,1177.6
2011-08-25 0:00,1159.27
2011-08-26 0:00,1176.8
2011-08-29 0:00,1210.08
2011-08-30 0:00,1212.92
2011-08-31 0:00,1218.89
2011-09-01 0:00,1204.42
2011-09-02 0:00,1173.97
2011-09-06 0:00,1165.24
2011-09-07 0:00,1198.62
2011-09-08 0:00,1185.9
2011-09-09 0:00,1154.23
2011-09-12 0:00,1162.27
2011-09-13 0:00,1172.87
2011-09-14 0:00,1188.68
2011-09-15 0:00,1209.11
2011-09-16 0:00,1216.01
2011-09-19 0:00,1204.09
2011-09-20 0:00,1202.09
2011-09-21 0:00,1166.76
2011-09-22 0:00,1129.56
2011-09-23 0:00,1136.43
2011-09-26 0:00,1162.95
2011-09-27 0:00,1175.38
2011-09-28 0:00,1151.06
2011-09-29 0:00,1160.4
2011-09-30 0:00,1131.42
2011-10-03 0:00,1099.23
2011-10-04 0:00,1123.95
2011-10-05 0:00,1144.03
2011-10-06 0:00,1164.97
2011-10-07 0:00,1155.46
2011-10-10 0:00,1194.89
2011-10-11 0:00,1195.54
2011-10-12 0:00,1207.25
2011-10-13 0:00,1203.66
2011-10-14 0:00,1224.58
